指数代码,日期,rolling_return,rolling_volatility,rolling_sharpe,rolling_drawdown
CICSF040.WI,2019-07-12,0.09294315198258762,0.03634654584250693,2.0540732982855574,-0.0048840829336972424
CICSF040.WI,2019-07-15,0.0964499517752131,0.03622556308428755,2.14927495987526,-0.004291511517377833
CICSF040.WI,2019-07-16,0.0934598573363381,0.03618851870989849,2.0759506315540506,-0.00480443685275056
CICSF040.WI,2019-07-17,0.09400602356346299,0.036155573895871304,2.091625699613845,-0.006570315682644878
CICSF040.WI,2019-07-18,0.09863611311615261,0.036075200140504735,2.213317860156935,-0.004788370414311127
CICSF040.WI,2019-07-19,0.10464888652064697,0.03621148418113633,2.3559074005468004,-0.0007905716879050839
CICSF040.WI,2019-07-22,0.09945554899885733,0.03616010473886411,2.22883202164732,-0.0023664548774647853
CICSF040.WI,2019-07-23,0.09834789669147681,0.03618640022039113,2.199373352475927,-0.0034311851857146136
CICSF040.WI,2019-07-24,0.1099544180953751,0.03465348131189159,2.5985538658604916,-0.0029757788434737753
CICSF040.WI,2019-07-25,0.10714919881597584,0.034477341241151545,2.5382271458837464,-0.0014480377932947208
CICSF040.WI,2019-07-26,0.10574296259920479,0.034498409034606485,2.499842390856303,-0.0022479291590133954
CICSF040.WI,2019-07-29,0.10675623990091876,0.03446852356164608,2.528564486390277,-0.002508022498731277
CICSF040.WI,2019-07-30,0.10883940202456865,0.03448349649160005,2.582035735506228,-0.0008893145319791573
CICSF040.WI,2019-07-31,0.1098917728696005,0.03449856764980043,2.608431614584797,0.0
CICSF040.WI,2019-08-01,0.10175060603694197,0.03489244298999844,2.368298735837751,-0.005125665844828209
CICSF040.WI,2019-08-02,0.10943430511230123,0.03555160315994775,2.5206008527000425,0.0
CICSF040.WI,2019-08-05,0.11635165006378245,0.03612471163314201,2.6533106020130126,0.0
CICSF040.WI,2019-08-06,0.11390879766691686,0.03611406142962421,2.593397071779199,-0.00048610034522644785
CICSF040.WI,2019-08-07,0.11615985254027139,0.036300198597804305,2.635921879201429,0.0
CICSF040.WI,2019-08-08,0.11963299323499132,0.036383455275347705,2.7154027170275477,0.0
CICSF040.WI,2019-08-09,0.12058521538939893,0.03640455740564579,2.7372121736680586,0.0
CICSF040.WI,2019-08-12,0.11983363967442617,0.03642184266487265,2.7175010747399475,-0.0008169766788355126
CICSF040.WI,2019-08-13,0.12498171017758852,0.03677600614561706,2.816456214179995,0.0
CICSF040.WI,2019-08-14,0.12267420975654253,0.03696967926965454,2.746329964296443,-0.004032178766555039
CICSF040.WI,2019-08-15,0.1295474915440964,0.03706044664982398,2.9044639622059285,0.0
CICSF040.WI,2019-08-16,0.12831636802507984,0.03704023923104326,2.876572630282592,0.0
CICSF040.WI,2019-08-19,0.13081348143645233,0.037154879581843714,2.927338927383203,0.0
CICSF040.WI,2019-08-20,0.12636665321272633,0.03718712825885772,2.818826269638453,-0.0017905327099091428
CICSF040.WI,2019-08-21,0.12673648365929657,0.03717130396878984,2.828846384457668,-0.0029362243873203298
CICSF040.WI,2019-08-22,0.12708328107626476,0.03716967604102802,2.837251989353972,-0.0025024171802120465
CICSF040.WI,2019-08-23,0.12885670962783857,0.03714261099863165,2.881642367860801,-0.0018744900108617069
CICSF040.WI,2019-08-26,0.1390127119285689,0.03746262793485101,3.0965395377212634,0.0
CICSF040.WI,2019-08-27,0.14061412835243292,0.03744559250961987,3.1354714970737523,0.0
CICSF040.WI,2019-08-28,0.1461800091375196,0.03702850045519318,3.30190324092149,-0.00022427714899242446
CICSF040.WI,2019-08-29,0.15294745906331597,0.036959426749516036,3.467375910517382,0.0
CICSF040.WI,2019-08-30,0.14918334681513867,0.03730358791371986,3.3480171105594416,-0.004973869495837557
CICSF040.WI,2019-09-02,0.14587606287890975,0.03722645193399191,3.2774146719319353,-0.004876785268012052
CICSF040.WI,2019-09-03,0.14595464327299923,0.037227696440178336,3.2791493732062924,-0.003633069526215671
CICSF040.WI,2019-09-04,0.15066790692483822,0.03751869381625762,3.3634635005833458,0.0
CICSF040.WI,2019-09-05,0.1573625561089267,0.03765257858348245,3.505795912981259,0.0
CICSF040.WI,2019-09-06,0.14675608822470543,0.03794276695713684,3.2364919580278513,-0.0052231400533023775
CICSF040.WI,2019-09-09,0.14394552224132462,0.03782155158831299,3.181828153012316,-0.004058254065743339
CICSF040.WI,2019-09-10,0.14316220800312474,0.03789027723675594,3.1580378176001096,-0.007645198695608646
CICSF040.WI,2019-09-11,0.14151692492155465,0.03786172679667534,3.122330196896733,-0.007092576036916376
CICSF040.WI,2019-09-12,0.1419941777078071,0.037844355204473296,3.134797166709625,-0.007917394983314341
CICSF040.WI,2019-09-16,0.14596192570222444,0.037877595141140745,3.223696455577086,-0.00530467274500368
CICSF040.WI,2019-09-17,0.14532233413390805,0.037907339422281715,3.206461077825964,-0.007045390226106729
CICSF040.WI,2019-09-18,0.143114172764353,0.037990331824438554,3.148713443257859,-0.009084475659748126
CICSF040.WI,2019-09-19,0.14423211471387432,0.037933289884895416,3.179174107409644,-0.010260225357237696
CICSF040.WI,2019-09-20,0.14666570495070808,0.03790771915496076,3.237369448671667,-0.009122334042839575
CICSF040.WI,2019-09-23,0.14801385002018752,0.03789971653495358,3.269065409789726,-0.008251316895625638
CICSF040.WI,2019-09-24,0.15061144738871923,0.03781331503713661,3.3362527862181794,-0.008011766604933634
CICSF040.WI,2019-09-25,0.14874186576372228,0.03786389849868681,3.2888742276124927,-0.009429480750877683
CICSF040.WI,2019-09-26,0.14371758316775707,0.038135174200893594,3.1507444069955186,-0.013381621609521055
CICSF040.WI,2019-09-27,0.13816036127206588,0.03819986350892762,3.01789923081248,-0.01576340771097351
CICSF040.WI,2019-09-30,0.1354030382921736,0.03822466684619082,2.952478040852861,-0.016836555703562905
CICSF040.WI,2019-10-08,0.13807680898910601,0.03824738047172233,3.0122767895587144,-0.014815027780920365
CICSF040.WI,2019-10-09,0.13951960884541603,0.03829348418844653,3.041798358316421,-0.012314673613003202
CICSF040.WI,2019-10-10,0.13655268403463583,0.038335521528684476,2.970463289939391,-0.01370007096526471
CICSF040.WI,2019-10-11,0.13762090705087004,0.038320189058428544,2.9961646071008525,-0.013345628711973312
CICSF040.WI,2019-10-14,0.13763975813916485,0.03832095447675816,2.9965381584761324,-0.01109398766080072
CICSF040.WI,2019-10-15,0.1334932488285483,0.038435817226784484,2.8926470506526787,-0.013586276347102744
CICSF040.WI,2019-10-16,0.12936232721698637,0.038440042882149895,2.7973055513235416,-0.014945172831200115
CICSF040.WI,2019-10-17,0.1277964696159568,0.03846290180709809,2.759575768146909,-0.01577427142090415
CICSF040.WI,2019-10-18,0.1239014142465571,0.03855479353472675,2.663313957049368,-0.018013183276602507
CICSF040.WI,2019-10-21,0.12790281240920431,0.038479472609685844,2.760855428049714,-0.016602437267836168
CICSF040.WI,2019-10-22,0.12755636185670105,0.03847944958614766,2.752869465218177,-0.016278665791571
CICSF040.WI,2019-10-23,0.12668517338106056,0.038505947195551844,2.7309188362780183,-0.01748245263943704
CICSF040.WI,2019-10-24,0.13178779566807286,0.0385404357153771,2.8458105874693596,-0.014496523557954943
CICSF040.WI,2019-10-25,0.13070290425738018,0.03852074896181265,2.8223368485704285,-0.013709014322429769
CICSF040.WI,2019-10-28,0.1324840173154327,0.03848904032445845,2.865544984564455,-0.013208405790072097
CICSF040.WI,2019-10-29,0.1294762203019788,0.03860788366155185,2.7879248298330683,-0.015729170564525496
CICSF040.WI,2019-10-30,0.1287968322094304,0.0386210085936423,2.771403605544286,-0.01637386042151845
CICSF040.WI,2019-10-31,0.12810833173175729,0.038624775276850834,2.7553331805875696,-0.016432842685030646
CICSF040.WI,2019-11-01,0.12733585120912072,0.038608497895114544,2.7387281225518465,-0.015400296436626326
CICSF040.WI,2019-11-04,0.12836197452014209,0.03862770287519365,2.7609500844824884,-0.013680318765390886
CICSF040.WI,2019-11-05,0.13503836587325657,0.038724937420862734,2.9065314943635667,-0.00965487529832687
CICSF040.WI,2019-11-06,0.13036350026129084,0.038809651461173565,2.7938742133681127,-0.011990353464519377
CICSF040.WI,2019-11-07,0.13047717793201152,0.038807214329592075,2.796639841490775,-0.012382983304233597
CICSF040.WI,2019-11-08,0.12768196852190128,0.038946946040053526,2.7231497991618814,-0.015286776154573745
CICSF040.WI,2019-11-11,0.12568216542492716,0.0389871754815043,2.674831774600994,-0.01655777534923253
CICSF040.WI,2019-11-12,0.1262816460822258,0.038988411093041006,2.688410226212136,-0.015741131618893567
CICSF040.WI,2019-11-13,0.12601526285792497,0.03898987142045837,2.682241313144599,-0.015626404257959692
CICSF040.WI,2019-11-14,0.12538714108087246,0.038981201519661376,2.668508331440934,-0.014842461391856299
CICSF040.WI,2019-11-15,0.12322225218293004,0.039019238986087036,2.6165733801983575,-0.016085752639469986
CICSF040.WI,2019-11-18,0.1295175005902749,0.03910218831016795,2.7541055365111387,-0.01229810371199791
CICSF040.WI,2019-11-19,0.1311463854574333,0.0391309787976852,2.7889526350515776,-0.01033440584120826
CICSF040.WI,2019-11-20,0.1280161802247699,0.0391925540076322,2.71389255722576,-0.012081597654492016
CICSF040.WI,2019-11-21,0.130158840123342,0.039222887081798566,2.760229646582243,-0.010048108677481515
CICSF040.WI,2019-11-22,0.1321193811681749,0.039117499973452416,2.8118912060947783,-0.011057446091034207
CICSF040.WI,2019-11-25,0.13465434273233745,0.03911068831795892,2.869589803111534,-0.009573891278844116
CICSF040.WI,2019-11-26,0.13234414725961208,0.039093545144183464,2.8186708467007753,-0.009764225671517246
CICSF040.WI,2019-11-27,0.13271301267639446,0.03910743972323328,2.8260156985709672,-0.007468800577290935
CICSF040.WI,2019-11-28,0.12719442390509572,0.0389401496751213,2.712507756483786,-0.008093573632744433
CICSF040.WI,2019-11-29,0.12122507876279975,0.038667681639356195,2.593966096362183,-0.008307116860269304
CICSF040.WI,2019-12-02,0.1181776218765982,0.03871969469286972,2.5202099949097554,-0.00993892290595677
CICSF040.WI,2019-12-03,0.12056293109243033,0.038613327396936084,2.5822575847434006,-0.01034565362169193
CICSF040.WI,2019-12-04,0.11987820470219712,0.03859172152612434,2.5678359165355453,-0.008857215626755455
CICSF040.WI,2019-12-05,0.12214040884884314,0.038601139717080235,2.619521046432567,-0.007226506925505305
CICSF040.WI,2019-12-06,0.12501381530568034,0.03850080601995021,2.692702200890821,-0.006993485834215996
CICSF040.WI,2019-12-09,0.13141337904733907,0.038989183139324486,2.805009055410319,-0.00040113425910426326
CICSF040.WI,2019-12-10,0.13454113913532972,0.039028314538658286,2.8730055067429605,0.0
CICSF040.WI,2019-12-11,0.13277175390227658,0.03894384121469215,2.83905563215083,0.0
CICSF040.WI,2019-12-12,0.1325916776199778,0.03894281712608002,2.835044787496533,0.0
CICSF040.WI,2019-12-13,0.13288006524705098,0.038941462158961805,2.841683198981113,0.0
CICSF040.WI,2019-12-16,0.12811323289695586,0.03852842267507393,2.7622408474766478,0.0
CICSF040.WI,2019-12-17,0.1297259421525887,0.03854111587074354,2.7984271134012277,0.0
CICSF040.WI,2019-12-18,0.1335991377328809,0.038284105440402734,2.9063995875238513,-0.0006788810126118205
CICSF040.WI,2019-12-19,0.13594114698977444,0.03823364800520441,2.9641923930342813,-7.512297102696408e-05
CICSF040.WI,2019-12-20,0.13409650546202134,0.03815330005592575,2.9277365140510123,0.0
CICSF040.WI,2019-12-23,0.13478528937553325,0.03813731774893583,2.9448758249740554,-0.0001936382265432801
CICSF040.WI,2019-12-24,0.13781216513641836,0.03835056326587096,2.998206833657839,0.0
CICSF040.WI,2019-12-25,0.13765411088002022,0.038345671778512204,2.9949597219895874,0.0
CICSF040.WI,2019-12-26,0.14589203978196186,0.03797851549258459,3.213622612236196,0.0
CICSF040.WI,2019-12-27,0.15111223719229594,0.03785802141473845,3.343856642519097,0.0
CICSF040.WI,2019-12-30,0.14863526143205474,0.037812914010153846,3.2908008653723533,0.0
CICSF040.WI,2019-12-31,0.14653385498243776,0.037876261960766835,3.2369878027733887,-0.0016706502908188092
CICSF040.WI,2020-01-02,0.14875052324776372,0.03786011380169675,3.2893970859937913,-0.00047250009672472615
CICSF040.WI,2020-01-03,0.1451124048447956,0.037585074937874836,3.2287516548838777,0.0
CICSF040.WI,2020-01-06,0.1515636435482488,0.037718248765986735,3.36650973791921,0.0
CICSF040.WI,2020-01-07,0.14544485411534147,0.03765659897647454,3.230402755542505,-0.001680098067772473
CICSF040.WI,2020-01-08,0.14596131330207252,0.03765362932278672,3.24263280445119,-0.0011598247971749132
CICSF040.WI,2020-01-09,0.14032342390017405,0.03807580897208864,3.077500046847645,-0.006316459368393645
CICSF040.WI,2020-01-10,0.137995930360856,0.03799326429933583,3.030299074631727,-0.00529920226723779
CICSF040.WI,2020-01-13,0.1372646484456599,0.03797375911960975,3.014899688091188,-0.003967484309407521
CICSF040.WI,2020-01-14,0.1343591802776245,0.03807067065163021,2.940095141418031,-0.0061643301820833996
CICSF040.WI,2020-01-15,0.13071509953475635,0.03802403487414424,2.85899179683655,-0.006725787301924302
CICSF040.WI,2020-01-16,0.13011437835792816,0.03802950908998259,2.844605070995916,-0.006891110276513568
CICSF040.WI,2020-01-17,0.1326858056606377,0.037998000138858685,2.906775211833672,-0.005794423364949175
CICSF040.WI,2020-01-20,0.13311341681321576,0.037991328383989165,2.9172191001018652,-0.005776742620332342
CICSF040.WI,2020-01-21,0.1268295198498246,0.03848116178130418,2.735985829920436,-0.011393023135441327
CICSF040.WI,2020-01-22,0.12800010470640055,0.038486150721571265,2.762627358707053,-0.010224010761003322
CICSF040.WI,2020-01-23,0.12271834739500376,0.03906745608369103,2.6019055701354548,-0.016825124776112865
CICSF040.WI,2020-02-03,0.13626418611585223,0.04024789848117122,2.8248669216173146,-0.006619756250370257
CICSF040.WI,2020-02-04,0.1342689577582159,0.040305201448539066,2.7772809809946133,-0.008288957424179455
CICSF040.WI,2020-02-05,0.13001831834601063,0.04017935195888917,2.692364661059991,-0.008332384751591815
CICSF040.WI,2020-02-06,0.1325684743132478,0.040204181371611046,2.746822907324868,-0.006288041978254166
CICSF040.WI,2020-02-07,0.13467087300459002,0.04024100435402965,2.7904561463895488,-0.004078109149593057
CICSF040.WI,2020-02-10,0.13746942250452476,0.040191697838858155,2.855151772403816,-0.0031430594984832583
CICSF040.WI,2020-02-11,0.13766943554463928,0.04018382984867397,2.860080729760183,-0.004330233362860092
CICSF040.WI,2020-02-12,0.1377597704591622,0.0401834478045892,2.862084505955991,-0.003969300458401381
CICSF040.WI,2020-02-13,0.14037608165110416,0.040167924505205746,2.920386999932193,-0.0025764744285420305
CICSF040.WI,2020-02-14,0.13760247091817246,0.04021104417817413,2.856707572351917,-0.003979396110161404
CICSF040.WI,2020-02-17,0.13569695739331022,0.040148462156481206,2.8193211212580778,-0.0028213340458335123
CICSF040.WI,2020-02-18,0.13276717132900062,0.040124236467570774,2.7565903519366857,-0.0032350955195550313
CICSF040.WI,2020-02-19,0.13241943464558603,0.040113205064110556,2.7496796457334653,-0.0014642968343829832
CICSF040.WI,2020-02-20,0.1303234725819089,0.04006882816451839,2.7064229282006473,-0.0009444508929603579
CICSF040.WI,2020-02-21,0.1314124118573743,0.040108308283428894,2.7278179904878033,0.0
CICSF040.WI,2020-02-24,0.13291043357750465,0.04015515453257131,2.7576495063561333,0.0
CICSF040.WI,2020-02-25,0.12918820867962988,0.04032124313409577,2.664797339813589,-0.0031767689700032964
CICSF040.WI,2020-02-26,0.12746607041216196,0.04032239956384662,2.6268519980651677,-0.0034872438289863528
CICSF040.WI,2020-02-27,0.12948486519814462,0.04031785600196565,2.671536280640766,-0.002215876674726447
CICSF040.WI,2020-02-28,0.12468055342080708,0.040662175795509535,2.544376738980128,-0.007119060326589599
CICSF040.WI,2020-03-02,0.11515947045270614,0.04042340902072581,2.3487589695291087,-0.009772484746732424
CICSF040.WI,2020-03-03,0.11401914282684644,0.0404357379424866,2.3227424491117112,-0.010329977807723156
CICSF040.WI,2020-03-04,0.11651189677067753,0.040680988744923804,2.3639484735913037,-0.0044211683748192065
CICSF040.WI,2020-03-05,0.11975989488232353,0.040647958992697665,2.4373315620117335,-0.0029892181129234086
CICSF040.WI,2020-03-06,0.12466820853866567,0.04089395804632486,2.529916729823743,0.0
CICSF040.WI,2020-03-09,0.13008988376241515,0.04131288799254012,2.6211382874354294,0.0
CICSF040.WI,2020-03-10,0.1258797644364371,0.041744739934762014,2.504998498224695,-0.006183442931529615
CICSF040.WI,2020-03-11,0.1280462094912267,0.04176155317675335,2.5500608727116822,-0.004391312638514333
CICSF040.WI,2020-03-12,0.1261295510146443,0.041898296365167786,2.501267873809743,-0.008104385061941333
CICSF040.WI,2020-03-13,0.11479427368621598,0.04299733023584381,2.2030276969688765,-0.017224442494508274
CICSF040.WI,2020-03-16,0.11106808098469378,0.04321334750973643,2.114718896963871,-0.021173617204661932
CICSF040.WI,2020-03-17,0.10039010748692911,0.04441613936667554,1.8411325377609,-0.030829335656377355
CICSF040.WI,2020-03-18,0.10220871209558191,0.044439355622356326,1.8773672485910304,-0.029051025470404612
CICSF040.WI,2020-03-19,0.099401959364537,0.04456967621878374,1.8147780469552113,-0.03211661005433897
CICSF040.WI,2020-03-20,0.11025033289060326,0.04446446429062567,2.0398852529914957,-0.02743829282644139
CICSF040.WI,2020-03-23,0.10728619975926601,0.044368002510025616,1.9839451490250244,-0.0267891697834437
CICSF040.WI,2020-03-24,0.11577631995989401,0.04534126769489159,2.1108443428775368,-0.017130761158219987
CICSF040.WI,2020-03-25,0.12128698463483101,0.045443852418110914,2.2146426967246615,-0.013341256158057813
CICSF040.WI,2020-03-26,0.12374558533788993,0.045414296296737704,2.2643052676012703,-0.012406816477682048
CICSF040.WI,2020-03-27,0.12238455261725822,0.04537381501843769,2.239563702560876,-0.011058828556033573
CICSF040.WI,2020-03-30,0.11670562831240372,0.045340804097094775,2.1292352073799172,-0.01283112541298781
CICSF040.WI,2020-03-31,0.11811829806604468,0.04535822372175821,2.1563194100198655,-0.011153723107825697
CICSF040.WI,2020-04-01,0.11658407915456404,0.04542495780458889,2.1229770887693102,-0.013568549445257316
CICSF040.WI,2020-04-02,0.11576069309803105,0.04541745950100028,2.107070602835677,-0.013045178826646575
CICSF040.WI,2020-04-03,0.1158672397250522,0.04541693797848874,2.109197673233849,-0.01280854905491835
CICSF040.WI,2020-04-07,0.131431205542071,0.04639439667910361,2.364414019759583,-0.0023120195106152153
CICSF040.WI,2020-04-08,0.13019346024108192,0.04641870619082455,2.3396081748031654,-0.0033914120694371608
